,ID,ra,dec
1936,J110039.31+295343.7,165.1638,29.895464
1937,J110512.00+300433.2,166.30002,30.075895
1939,J104029.95+295757.8,160.12479,29.966042
1940,J112535.68+313954.9,171.39868,31.665247
1941,J093132.02+253250.2,142.88342,25.547268
1942,J093308.73+254559.5,143.28636,25.766523
1943,J094042.11+262747.5,145.17545,26.463196
1945,J104742.20+303730.0,161.92584,30.625011
1946,J113640.69+324903.6,174.16954,32.817677
1947,J105706.42+315341.1,164.27673,31.894758
1948,J152756.64+230738.5,231.98601,23.127373
1949,J162348.43+164354.0,245.9518,16.731663
1950,J152605.24+241418.0,231.52182,24.238338
1951,J155912.54+204548.1,239.80225,20.763357
1952,J154322.94+225036.1,235.84557,22.843359
1953,J140921.91+261307.4,212.34128,26.218719
1954,J142307.00+252959.6,215.77917,25.499891
1955,J125818.24+290743.7,194.57599,29.128801
1956,J130147.07+290436.1,195.44614,29.076702
1958,J141541.80+263749.0,213.92416,26.630274
1959,J141828.45+262945.7,214.61856,26.496019
1960,J142400.65+261119.4,216.00272,26.188713
1961,J150429.40+232049.2,226.1225,23.347
1963,J152142.28+215033.2,230.42618,21.842543
1964,J160533.85+173537.3,241.39105,17.593702
1965,J161139.19+165655.0,242.91328,16.948603
1966,J135339.64+281325.0,208.41516,28.223619
1967,J135449.87+281331.7,208.70781,28.225471
1969,J142915.26+261641.0,217.31358,26.278065
1970,J143235.57+261118.3,218.14822,26.188425
1971,J152454.59+221024.5,231.22746,22.17346
1972,J160541.21+180325.6,241.42169,18.057125
1973,J135958.20+282401.9,209.99251,28.400534
1974,J151415.28+232707.4,228.56366,23.452061
1975,J151425.91+232150.6,228.60796,23.364059
1976,J135017.16+291448.7,207.57152,29.246855
1978,J125731.95+282837.0,194.38313,28.476944
1979,J133919.75+275012.7,204.83229,27.836872
1980,J134913.92+272609.0,207.308,27.435831
1981,J143602.47+244313.2,219.01031,24.720343
1982,J122512.54+293926.8,186.30226,29.657434
1983,J124109.47+293219.2,190.28944,29.538656
1984,J130125.26+291849.5,195.35527,29.31374
1985,J152123.15+215022.2,230.34644,21.839499
1987,J161001.39+165847.1,242.50581,16.97975
1988,J122053.73+300947.2,185.22388,30.163124
1989,J133944.12+283847.2,204.93385,28.646446
1990,J134732.55+281546.6,206.88562,28.262943
1991,J134841.46+281430.5,207.17274,28.241806
1992,J143854.01+253454.6,219.72504,25.581825
1994,J160014.45+182233.5,240.0602,18.375967
1995,J160527.90+174946.7,241.36627,17.829649
1996,J160523.37+174525.8,241.34737,17.757172
1997,J124304.26+302314.0,190.76775,30.387232
1998,J140107.85+280201.7,210.2827,28.033798
1999,J150403.18+240559.9,226.01323,24.09997
2000,J151100.90+233633.3,227.75374,23.609262
2001,J160629.70+181604.3,241.62376,18.267851
2002,J122614.07+305839.2,186.55861,30.977547
2003,J124137.47+305439.0,190.40611,30.910847
2004,J124610.11+304354.9,191.54213,30.731915
2005,J125702.26+304223.1,194.25943,30.706425
2006,J130151.25+303054.4,195.46353,30.515118
2007,J135250.67+285420.8,208.21114,28.905777
2008,J133804.22+250905.8,204.51758,25.151617
2009,J140606.77+242053.0,211.5282,24.348047
2010,J141105.27+241137.1,212.77197,24.193632
2011,J142924.33+231745.2,217.35138,23.295889
2012,J144230.36+222110.8,220.6265,22.352995
2013,J144229.85+222015.0,220.62437,22.337494
2014,J163453.41+122153.7,248.72253,12.364916
2015,J135255.68+252859.6,208.23201,25.483234
2016,J143325.51+231925.1,218.35629,23.323641
2017,J155325.01+170934.9,238.3542,17.159702
2019,J160641.32+155021.0,241.67218,15.83916
2020,J163313.99+125647.4,248.30829,12.946508
2021,J163728.26+124119.2,249.36777,12.688667
2022,J134117.08+261619.4,205.32117,26.272051
2023,J134247.17+262153.9,205.69655,26.364975
2025,J162720.80+140542.7,246.83665,14.095184
2026,J162722.04+140706.4,246.84183,14.118435
2027,J163736.45+130135.6,249.40187,13.026566
2029,J134935.63+263127.6,207.39844,26.524342
2030,J143555.08+240729.7,218.97948,24.12492
2031,J144926.13+232058.1,222.35887,23.349472
2032,J155833.96+201106.5,239.64148,20.185139
2033,J155231.26+213819.3,238.13025,21.638706
2035,J135020.13+245609.4,207.58388,24.935942
2037,J160208.03+154147.6,240.53346,15.696548
2038,J135607.58+250140.0,209.03159,25.027781
2039,J142852.32+232029.1,217.21802,23.341415
2040,J144653.83+222320.7,221.72429,22.389091
2041,J153554.86+182644.4,233.97858,18.445663
2042,J162030.03+141631.5,245.12512,14.275421
2043,J162403.82+134347.9,246.01593,13.72998
2044,J162748.90+132725.5,246.95375,13.457092
2046,J134013.90+263352.2,205.05792,26.564493
2048,J141724.07+245355.1,214.35031,24.898626
2049,J144525.73+231453.0,221.35719,23.248051
2050,J153128.97+194503.7,232.87071,19.751041
2051,J154732.34+181603.8,236.88475,18.267733
2052,J160613.53+163309.7,241.55637,16.552704
2053,J162647.94+142618.1,246.69977,14.438366
2054,J142355.51+245841.1,215.98131,24.978079
2055,J143156.52+243557.0,217.9855,24.599169
2056,J161814.81+124735.8,244.56171,12.793288
2057,J083031.68+181222.0,127.632,18.20611
2058,J082302.58+174222.2,125.76074,17.706163
2060,J075133.58+135632.5,117.8899,13.942366
2061,J080114.02+151710.0,120.30843,15.286118
2062,J082412.68+182456.6,126.05283,18.41572
2063,J075522.51+150537.9,118.84378,15.093863
2064,J090143.54+214151.3,135.43143,21.697575
2065,J083318.14+192045.1,128.32559,19.345852
2066,J093600.82+254152.9,144.00342,25.698038
2067,J093518.23+260640.6,143.82596,26.111279
2068,J100355.82+281952.1,150.9826,28.331137
2070,J082609.66+175355.2,126.54024,17.898661
2071,J082705.47+180227.0,126.77281,18.040831
2072,J091149.30+225553.8,137.95543,22.931602
2073,J082147.97+174715.6,125.44987,17.787657
2074,J081039.46+171304.1,122.6644,17.2178
2075,J091029.80+203344.4,137.62416,20.562328
2078,J084924.19+190427.5,132.3508,19.074316
2079,J092540.13+221920.9,141.41722,22.322474
2080,J092549.64+222209.5,141.45682,22.369318
2081,J095333.42+242539.1,148.38927,24.427536
2082,J104525.25+273028.9,161.35521,27.508034
2083,J110814.64+283226.1,167.06102,28.540583
2085,J081012.12+150022.7,122.55048,15.00631
2086,J084606.62+191040.6,131.5276,19.177952
2087,J100508.65+254811.8,151.28606,25.803268
2088,J111627.49+291132.2,169.11453,29.192291
2090,J111158.75+292841.7,167.99481,29.478237
2091,J095645.06+240307.8,149.18774,24.052177
2092,J103752.13+263917.1,159.46719,26.654737
2093,J111752.79+280554.5,169.46997,28.098465
2094,J111947.24+281529.0,169.94685,28.258043
2095,J123717.63+285844.1,189.32344,28.97892
2096,J082728.17+162325.2,126.86739,16.390335
2097,J084010.84+174147.7,130.04517,17.696573
2098,J091124.76+205804.5,137.85316,20.967907
2099,J104521.00+271934.9,161.33751,27.32637
2100,J121418.26+293146.7,183.57608,29.529648
2102,J090455.93+203938.7,136.23306,20.660748
2103,J093634.04+232627.0,144.14182,23.440845
2104,J110508.04+283657.3,166.28352,28.615925
2105,J111112.73+284247.0,167.80304,28.713043
2106,J075605.04+132842.8,119.02098,13.478543
2107,J083223.91+174654.6,128.09962,17.78183
2108,J085854.38+203607.0,134.72658,20.601942
2109,J101434.28+263236.0,153.64282,26.543341
2110,J103252.76+274003.2,158.21983,27.667559
2111,J110441.54+290422.1,166.17308,29.072796
2112,J114626.15+300523.4,176.60896,30.089825
2113,J121639.38+302013.9,184.16408,30.337206
2115,J083724.07+184531.7,129.35031,18.758816
2116,J090811.54+215958.0,137.04808,21.999439
2118,J121621.30+304231.3,184.08875,30.708689
2119,J114434.26+304553.2,176.14273,30.764771
2120,J120445.20+311132.9,181.18834,31.192476
2122,J102424.37+280143.4,156.10155,28.028711
2123,J103104.85+282356.4,157.77022,28.399008
2125,J122213.56+262307.6,185.5565,26.38545
2126,J113816.28+262416.5,174.56784,26.404594
2127,J121555.28+263943.6,183.98035,26.662113
2129,J111745.10+261632.6,169.43793,26.27573
2130,J112934.35+263732.0,172.39313,26.625551
2132,J120720.63+271447.7,181.83595,27.24658
2133,J103854.49+251412.3,159.72705,25.236753
2134,J113054.99+270615.7,172.72911,27.104349
2135,J123050.28+273408.5,187.70952,27.569038
2137,J112427.42+272058.1,171.11426,27.349474
2138,J115805.23+275243.9,179.52179,27.878864
2139,J115945.30+275311.5,179.93875,27.886541
2141,J124336.64+275331.0,190.90265,27.891935
2142,J110204.22+270943.2,165.51759,27.161991
2143,J112131.62+274117.4,170.38173,27.688171
2144,J113400.13+275746.8,173.50055,27.96299
2145,J125821.71+280855.5,194.59044,28.148756
2146,J130004.25+280918.4,195.0177,28.155107
2147,J092040.46+192015.0,140.16858,19.337513
2148,J100358.83+221633.8,150.99513,22.276064
2151,J113909.43+261524.9,174.78929,26.256926
2152,J114302.40+261624.9,175.75998,26.27359
2154,J085806.20+174342.5,134.52585,17.728474
2155,J085939.97+175618.5,134.91653,17.938467
2156,J101714.64+233556.0,154.31102,23.598898
2157,J103126.70+242029.5,157.86127,24.341518
2158,J080720.09+130628.2,121.83369,13.107821
2159,J085630.59+180733.2,134.12747,18.125889
2160,J091105.36+192621.9,137.77232,19.439407
2161,J095544.94+223628.5,148.93727,22.607927
2162,J105332.99+254611.8,163.38744,25.769938
2163,J111744.08+263140.5,169.43365,26.527925
2164,J114411.82+270011.4,176.04924,27.003172
2166,J093041.55+212713.0,142.67311,21.453598
2167,J095001.60+224032.0,147.50665,22.67556
2168,J101033.31+240118.6,152.63881,24.021824
2170,J105717.80+262039.8,164.32417,26.344389
2171,J112141.04+270613.4,170.42101,27.103727
2173,J090823.32+195827.3,137.09717,19.974241
2174,J090810.89+200339.4,137.04536,20.060944
2176,J111705.93+271526.0,169.27469,27.257235
2177,J112726.16+273713.1,171.85899,27.620304
2178,J112838.74+273457.9,172.16142,27.58276
2179,J120416.28+281208.2,181.06784,28.202265
2180,J095824.82+240530.4,149.60342,24.09177
2181,J103414.24+260404.0,158.55934,26.067791
2182,J110801.67+273307.0,167.00696,27.551945
2183,J111353.32+273845.8,168.47215,27.646069
2184,J122325.13+263110.2,185.85471,26.519501
2185,J122632.58+262717.9,186.63574,26.454981
2186,J131828.40+254500.3,199.61833,25.750088
2187,J124846.85+264455.0,192.19522,26.748621
2188,J132412.79+262826.2,201.05331,26.473957
2190,J123915.12+274252.2,189.81302,27.714495
2192,J121535.85+281039.5,183.89938,28.177643
2193,J124912.04+280603.5,192.30017,28.100964
2194,J125940.10+275117.8,194.9171,27.854946
2196,J115439.72+255638.6,178.6655,25.944067
2197,J105735.98+223049.7,164.39992,22.513807
2199,J093816.82+185305.2,144.5701,18.884789
2200,J100702.25+211938.2,151.75937,21.327291
2201,J090537.08+174250.2,136.40451,17.713945
2202,J091641.43+185748.5,139.17262,18.963463
2204,J100430.69+200941.5,151.12787,20.161535
2206,J095432.33+205209.1,148.6347,20.8692
2208,J110940.02+232610.1,167.41673,23.436148
2209,J110951.49+241542.2,167.46455,24.261732
2212,J110401.59+245822.2,166.00661,24.972847
2213,J101918.59+184939.6,154.82745,18.827677
2214,J103328.84+192242.0,158.37016,19.378326
2216,J102926.63+193050.8,157.36096,19.514122
2217,J114333.96+214437.0,175.89149,21.743599
2218,J085056.90+142851.1,132.73708,14.48087
2219,J114044.64+222649.0,175.186,22.446943
2220,J084846.99+141729.8,132.19579,14.291605
2221,J115104.97+211440.8,177.77072,21.244667
2224,J085628.30+134822.5,134.11792,13.806262
2225,J091722.50+151954.2,139.34373,15.331715
2226,J091739.36+152333.2,139.41402,15.392543
2227,J100531.44+183943.1,151.38101,18.66198
2228,J075857.73+095902.4,119.74054,9.9839954
2229,J084256.39+133829.7,130.73494,13.64159
2230,J101153.34+193238.6,152.97223,19.544056
2231,J101610.22+194514.9,154.04259,19.754139
2232,J103340.58+202500.2,158.41908,20.416727
2233,J114214.42+221845.8,175.56007,22.312721
2234,J090326.24+153840.8,135.85934,15.644666
2235,J095751.37+193246.9,149.46404,19.546366
2236,J100139.12+194734.1,150.41302,19.792812
2238,J115148.34+240304.2,177.95142,24.05117
2239,J091728.44+150618.4,139.36848,15.105117
2240,J162841.11+124543.3,247.1713,12.762026
2241,J162453.96+115716.9,246.22484,11.954687
2242,J105324.65+151544.5,163.35269,15.26235
2243,J111234.09+154209.4,168.14206,15.702609
2244,J105303.77+153744.5,163.2657,15.629018
2245,J115447.31+170441.2,178.69714,17.078108
2246,J105204.58+162102.9,163.01907,16.350819
2248,J110512.66+154155.2,166.30276,15.698678
2249,J113114.67+163121.6,172.81114,16.522667
2250,J113045.22+170549.4,172.6884,17.097044
2252,J090333.98+144143.5,135.89159,14.695412
2253,J090434.40+143539.4,136.14333,14.594282
2254,J091144.71+154309.3,137.93629,15.719238
2256,J091842.32+162846.2,139.67632,16.479506
2257,J091216.95+163337.0,138.07063,16.560276
2258,J090230.23+141037.3,135.62595,14.177015
2259,J085642.07+123158.3,134.17529,12.532867
2260,J083715.03+114127.2,129.31262,11.690885
2261,J085953.34+131055.4,134.97224,13.182056
2262,J091823.17+145642.5,139.59654,14.945125
2263,J091842.10+145809.9,139.67543,14.969409
2264,J091847.83+145754.3,139.69928,14.965073
2265,J085221.41+513543.0,133.08922,51.595291
2266,J143103.60+595012.4,217.765,59.836784
2267,J164001.74+404112.0,250.00723,40.686657
2269,J083047.37+482246.5,127.69738,48.379578
2270,J085010.73+514631.5,132.54471,51.77541
2271,J085828.32+530948.7,134.61801,53.163532
2272,J102940.47+613744.6,157.41864,61.629047
2273,J151857.90+560814.5,229.74124,56.137356
2274,J154444.34+524455.1,236.18474,52.748631
2275,J160616.03+485640.6,241.56679,48.944611
2276,J160739.65+483428.2,241.91519,48.574509
2278,J080343.65+425440.8,120.93189,42.911346
2280,J163902.05+422359.3,249.75854,42.399818
2281,J074939.57+394316.8,117.41486,39.721329
2282,J075815.14+421607.3,119.5631,42.268681
2283,J080855.39+450844.3,122.23079,45.145649
2286,J101242.98+613302.8,153.17908,61.55077
2287,J130116.64+650004.2,195.31934,65.001167
2288,J130336.86+650026.4,195.90359,65.007347
2289,J142016.40+615937.4,215.06833,61.993721
2290,J150804.61+582200.4,227.01921,58.366772
2291,J151015.85+581042.7,227.56606,58.17852
2292,J161043.55+491556.2,242.68147,49.26561
2294,J084318.84+522913.1,130.82849,52.48698
2295,J085821.98+545805.7,134.5916,54.968258
2296,J090033.87+550928.0,135.14111,55.157791
2297,J100838.10+614814.8,152.15877,61.8041
2298,J102753.74+630337.6,156.97391,63.060448
2299,J155337.49+530027.0,238.4062,53.007488
2300,J163705.26+441423.9,249.2719,44.239979
2301,J164410.89+422755.3,251.04538,42.46537
2302,J083119.77+505532.9,127.83239,50.925812
2303,J135153.59+642222.3,207.97331,64.372864
2304,J092157.24+524457.7,140.48849,52.749352
2305,J095434.01+563326.3,148.64169,56.557312
2307,J090430.70+515644.4,136.1279,51.945675
2309,J090413.94+522655.3,136.05807,52.448692
2310,J090208.69+524340.5,135.53622,52.727909
2311,J101430.22+571749.5,153.6259,57.29707
2313,J120206.51+613557.9,180.52713,61.599407
2314,J121013.52+614822.5,182.55632,61.806255
2315,J123704.85+614246.4,189.27022,61.712894
2316,J120840.40+625534.5,182.16832,62.926247
2317,J102644.44+602443.1,156.68515,60.411976
2318,J110524.16+621741.8,166.35068,62.294937
2319,J123928.43+632228.6,189.86844,63.374622
2320,J124254.44+631637.7,190.72684,63.277142
2321,J085506.04+490922.0,133.77516,49.156113
2323,J083902.86+471057.5,129.76193,47.182629
2324,J090629.21+512655.6,136.62169,51.448788
2325,J083645.89+472210.1,129.19121,47.369469
2326,J085511.16+503019.0,133.79651,50.505272
2327,J090259.70+512848.5,135.74876,51.480137
2328,J090714.45+520343.4,136.8102,52.06205
2329,J092824.32+551107.5,142.10133,55.185406
2331,J101200.82+032111.1,153.00343,3.3530731
2332,J101909.14+032207.8,154.78807,3.3688455
2333,J102054.32+031825.9,155.22635,3.3071957
2334,J104421.45+033834.8,161.08937,3.6429992
2335,J110431.39+034307.9,166.13078,3.7188549
2336,J115307.18+035738.4,178.27992,3.9606621
2337,J090404.99+024742.6,136.02078,2.7951739
2339,J111511.60+041612.1,168.79834,4.2700162
2340,J114926.22+042610.6,177.35927,4.4362807
2341,J093529.78+033918.2,143.87408,3.6550472
2342,J093604.16+033816.4,144.01735,3.6379025
2345,J111827.91+043715.5,169.61629,4.6209598
2346,J120314.19+044955.7,180.80914,4.8321462
2347,J091716.64+034900.8,139.31932,3.8168783
2348,J092125.56+035143.3,140.35651,3.8620186
2349,J115740.55+051114.9,179.41895,5.1874661
2350,J121600.08+051441.7,184.00032,5.2449198
2351,J121935.03+052048.5,184.89597,5.346807
2352,J091032.81+040832.5,137.6367,4.1423492
2353,J101516.66+045828.4,153.81943,4.9745445
2354,J101930.61+050048.6,154.87753,5.0134964
2355,J114953.30+054202.9,177.47209,5.7007995
2356,J115018.40+034602.8,177.57666,3.7674456
2357,J111440.82+040039.9,168.6701,4.0110798
2358,J113247.03+040756.8,173.19597,4.132441
2359,J113939.36+041244.8,174.914,4.2124348
2360,J114610.22+041415.7,176.54259,4.2376833
2361,J123538.73+041244.8,188.91136,4.2124519
2362,J130359.05+040846.1,195.99605,4.1461463
2364,J123516.42+044217.1,188.81842,4.7047572
2365,J125140.98+044008.0,192.92073,4.6688752
2366,J125228.42+043635.9,193.11841,4.609971
2367,J115610.77+045943.4,179.04488,4.9953766
2368,J115647.94+050026.3,179.19975,5.0073051
2369,J115758.70+050102.0,179.4946,5.0172343
2370,J123126.98+050811.7,187.86241,5.1365771
2371,J123953.93+050648.2,189.97472,5.1133952
2372,J131123.73+050356.6,197.84886,5.0657315
2373,J135241.93+050824.6,208.1747,5.1401663
2374,J135256.60+051008.6,208.23582,5.1690621
2375,J121755.81+055211.2,184.48256,5.8697805
2376,J122013.53+055815.4,185.05637,5.9709444
2377,J125328.31+055349.6,193.36794,5.8971128
2379,J125657.59+055616.5,194.23994,5.9379039
2381,J110928.82+602257.9,167.37007,60.382744
2382,J111927.52+610315.7,169.86467,61.054352
2383,J113135.16+615016.8,172.89648,61.838001
2386,J161651.99+433940.8,244.21661,43.661335
2387,J150127.22+553126.3,225.36343,55.523979
2388,J160321.87+481600.0,240.84114,48.266644
2389,J130640.27+610335.4,196.66779,61.059837
2390,J135828.03+591040.4,209.61678,59.177895
2391,J123108.46+620133.7,187.78526,62.02602
2392,J134049.99+602851.3,205.20828,60.480907
2393,J125654.00+622554.8,194.22499,62.431892
2394,J133829.40+612622.2,204.6225,61.43951
2395,J114230.27+625409.7,175.62611,62.902695
2396,J113305.19+624215.9,173.27161,62.704411
2397,J115942.85+633936.6,179.92856,63.660156
2399,J145134.78+553725.3,222.8949,55.623684
2400,J134634.31+601825.2,206.64296,60.306999
2401,J140959.56+591133.9,212.49818,59.192757
2402,J150440.95+553117.4,226.17061,55.521496
2403,J134401.83+612614.0,206.00763,61.437229
2404,J150355.88+560033.5,225.98285,56.009308
2405,J160404.30+475725.1,241.01793,47.95697
2406,J134219.84+614834.3,205.58267,61.809517
