,ID,ra,dec
886,J074304.17+224634.4,115.76736,22.776218
893,J075423.01+261544.9,118.59589,26.262474
900,J144610.35+424626.1,221.54311,42.77393
910,J150105.86+414051.4,225.2744,41.680958
929,J122014.20+503853.8,185.05917,50.648273
935,J092641.38+044726.0,141.67241,4.7905593
937,J081705.22+032146.2,124.27174,3.3628397
967,J131037.83+591552.6,197.65761,59.264606
977,J100227.99+051512.3,150.61662,5.2534261
990,J092042.81+054413.1,140.17836,5.7369809
992,J103742.85+070517.2,159.42854,7.0881243
1022,J114523.10+095634.3,176.34625,9.9428644
1024,J094307.74+081847.0,145.78224,8.3130598
1026,J122257.72+103254.0,185.74051,10.548328
1082,J153932.19+412750.5,234.88414,41.464024
1083,J141539.62+504248.4,213.9151,50.713451
1111,J163848.03+340820.8,249.70013,34.139122
1116,J165408.02+313627.8,253.53342,31.607729
1129,J143330.61+563639.6,218.37753,56.611012
1139,J221152.60-004940.5,332.96918,-0.82790297
1147,J095023.27+400533.5,147.59694,40.092636
1148,J100237.90+411550.7,150.65791,41.26408
1154,J074230.93+214114.3,115.62888,21.687305
1176,J103945.56+100839.9,159.93982,10.144407
1189,J123403.06+102212.7,188.51276,10.370207
1197,J102940.34+100003.3,157.41808,10.000912
1200,J100719.27+095220.9,151.83029,9.8724728
1204,J100933.45+104055.6,152.38939,10.682114
1205,J105756.00+115229.6,164.48332,11.87488
1209,J081948.22+254330.4,124.95093,25.725101
1224,J094940.42+382018.9,147.41843,38.338596
1226,J083813.68+303328.6,129.55702,30.557938
1245,J102329.89+124743.3,155.87453,12.795365
1246,J103127.21+130601.5,157.86337,13.100407
1256,J113317.63+144713.2,173.32344,14.787007
1258,J100106.14+125333.2,150.2756,12.892543
1265,J093204.56+120912.7,143.019,12.153539
1266,J112100.98+152853.6,170.25409,15.481568
1287,J145928.59+423240.7,224.86914,42.544643
1324,J135200.45+560636.7,208.00188,56.110184
1338,J113331.00+564431.7,173.37915,56.742126
1342,J133714.86+554011.6,204.3119,55.669876
1364,J150645.33+395722.8,226.68887,39.956329
1365,J151120.10+392700.4,227.83374,39.450115
1370,J150532.46+084733.7,226.38525,8.7926979
1396,J150253.72+080823.1,225.72382,8.139761
1401,J133048.27+103247.5,202.70114,10.546535
1406,J152814.49+311456.1,232.06039,31.24893
1410,J142122.71+380333.4,215.34464,38.059284
1411,J150332.81+342703.0,225.8867,34.450832
1415,J162113.20+240918.7,245.30499,24.155207
1426,J153334.20+304306.4,233.39249,30.718451
1437,J152205.40+330854.9,230.52248,33.148594
1439,J153740.52+311412.3,234.41885,31.236759
1442,J162137.66+243921.9,245.40692,24.656097
1447,J160216.72+280853.8,240.56967,28.148279
1482,J155936.48+080305.4,239.90199,8.0515032
1485,J160654.99+082329.8,241.72913,8.3916245
1495,J150123.82+105821.3,225.34926,10.972592
1502,J162316.26+071557.9,245.81773,7.2660871
1513,J161652.97+270312.1,244.2207,27.053354
1516,J162526.55+260328.0,246.36064,26.057764
1532,J144203.58+343513.2,220.51492,34.587002
1533,J144221.70+343637.1,220.59042,34.610306
1537,J162744.93+214828.7,246.93721,21.807966
1546,J142401.08+365250.2,216.0045,36.880611
1554,J154917.08+253737.9,237.32115,25.627205
1569,J080522.71+514701.0,121.34464,51.783615
1571,J080151.76+513352.6,120.46566,51.564625
1588,J074002.95+461958.2,115.01229,46.332821
1600,J074921.07+522104.0,117.33778,52.35112
1607,J082836.63+244510.3,127.15264,24.752871
1608,J092841.97+101211.8,142.17488,10.203282
1619,J112951.52+143521.6,172.46468,14.589347
1640,J133321.61+131605.4,203.34003,13.268165
1650,J120151.84+153700.6,180.466,15.616842
1664,J135227.12+373119.8,208.11298,37.52216
1669,J120557.48+361649.5,181.4895,36.28043
1696,J084416.63+263303.3,131.06931,26.55093
1701,J082052.11+234606.5,125.21712,23.76848
1703,J092426.27+320409.9,141.10944,32.06942
1705,J102040.04+365035.6,155.16684,36.843212
1721,J135234.87+351918.3,208.14529,35.321751
1723,J132012.86+370259.1,200.0536,37.049744
1729,J121039.45+363652.2,182.66437,36.614491
1732,J105937.70+354532.8,164.90709,35.759117
1736,J130359.08+365128.8,195.99615,36.858002
1738,J104518.04+351913.2,161.32518,35.320324
1749,J090047.91+260135.0,135.19962,26.026388
1753,J092725.34+292518.0,141.85559,29.421656
1758,J135407.88+345844.6,208.53285,34.979057
1759,J142909.63+325126.2,217.29012,32.857265
1765,J141814.94+342659.9,214.56224,34.449966
1768,J155845.76+244450.7,239.69066,24.747423
1790,J104640.10+330751.7,161.66708,33.131027
1798,J115832.23+342205.7,179.63428,34.368263
1815,J075034.06+153115.6,117.64191,15.521013
1816,J083544.03+213532.0,128.93344,21.592211
1819,J141358.34+305722.9,213.49307,30.956348
1822,J153541.28+240326.5,233.92201,24.057369
1824,J152620.56+253105.2,231.58566,25.518114
1827,J153603.82+252309.1,234.01591,25.385874
1829,J161536.15+194314.6,243.90063,19.720728
1866,J114638.77+354143.3,176.66154,35.695362
1881,J130149.42+315810.4,195.4559,31.969566
1928,J105842.58+314459.8,164.6774,31.749935
1944,J104711.20+304327.7,161.79665,30.724375
1957,J153515.65+201132.3,233.8152,20.192314
1962,J151140.62+225123.0,227.91925,22.856394
1968,J140226.76+275207.2,210.61148,27.868666
1977,J123104.42+285109.7,187.76843,28.852705
1986,J152502.55+212336.7,231.26064,21.393532
2028,J134825.44+262438.9,207.10599,26.410814
2036,J154012.62+174754.7,235.05258,17.798532
2059,J082420.50+174425.2,126.08541,17.740343
2077,J083433.71+172046.3,128.64046,17.346207
2101,J122054.86+292519.2,185.22858,29.421999
2114,J123234.96+301332.5,188.14568,30.225689
2121,J123733.95+310516.4,189.39145,31.087875
2124,J102858.55+290735.3,157.24394,29.126476
2128,J102712.91+235845.8,156.8038,23.979395
2131,J113004.66+263444.1,172.51941,26.578918
2149,J103320.68+235814.2,158.33617,23.9706
2165,J090146.16+190339.2,135.44234,19.060898
2169,J101818.93+242954.0,154.57887,24.498343
2172,J112702.07+270850.5,171.75864,27.147348
2175,J092205.98+211114.4,140.52492,21.18733
2189,J122749.60+274400.0,186.95668,27.733309
2198,J085105.48+150759.2,132.77283,15.133114
2205,J094931.26+203740.2,147.38023,20.627829
2207,J102749.75+214807.7,156.95728,21.802147
2210,J110747.20+244153.8,166.94666,24.698273
2222,J085108.32+132959.0,132.78465,13.499731
2223,J085434.42+134812.3,133.64343,13.803415
2237,J114451.08+230707.8,176.21283,23.118822
2247,J105345.18+165043.8,163.43823,16.84551
2251,J083504.19+135857.3,128.76744,13.982593
2255,J091318.29+161143.9,138.32622,16.195522
2268,J082803.72+475445.1,127.01552,47.91254
2279,J085711.96+532815.3,134.29985,53.470905
2284,J081735.25+470716.3,124.39689,47.121181
2293,J164416.17+414150.4,251.06738,41.697323
2306,J083825.61+472913.6,129.60672,47.487122
2308,J095901.73+575020.9,149.75719,57.839146
2312,J102440.88+582539.3,156.17033,58.427589
2322,J083827.77+471032.6,129.61572,47.17572
2330,J095732.04+030438.2,149.38351,3.0772848
2338,J102631.05+035144.9,156.62936,3.8624585
2344,J110104.42+043245.3,165.2684,4.5459256
2378,J125355.75+055208.5,193.48228,5.8690276
2380,J130248.33+055555.4,195.70139,5.9320478
2384,J160737.73+450355.2,241.90721,45.065331
2398,J133303.22+600700.0,203.2634,60.116673
2411,J084434.14+363335.0,131.14223,36.559731
2429,J115319.93+525553.2,178.33304,52.931438
2438,J115930.30+532055.8,179.87624,53.348827
2457,J005617.35-002208.4,14.072283,-0.36900505
2462,J002944.70+001008.7,7.4362373,0.16907749
2471,J030850.22+003356.4,47.209267,0.56566757
2485,J084453.99+274308.4,131.22496,27.719
2487,J085327.85+290457.8,133.36604,29.082712
2502,J122151.68+461543.0,185.46532,46.26194
2519,J123308.94+121124.7,188.28723,12.190203
2526,J122316.19+125946.6,185.81747,12.996281
2535,J125324.68+114240.6,193.35283,11.711274
2539,J133224.24+110622.9,203.101,11.106355
2547,J132701.43+424938.7,201.75595,42.827412
2556,J100540.53+394508.6,151.41888,39.752399
2564,J153039.53+335541.8,232.66472,33.92828
2570,J133717.81+433451.7,204.3242,43.581028
2584,J115459.86+440814.3,178.74942,44.137314
2585,J131248.38+432912.9,198.20158,43.486927
2595,J101948.06+405836.6,154.95027,40.97683
2612,J103158.36+101412.8,157.99318,10.236887
2615,J115637.98+112350.3,179.15825,11.397317
2621,J133407.08+105144.0,203.52951,10.86221
2630,J130343.29+114453.7,195.93036,11.748246
2637,J102305.29+105101.3,155.77205,10.850364
2644,J132706.75+114629.8,201.77811,11.774958
2655,J135635.54+114018.2,209.14809,11.671719
2663,J111318.85+124342.3,168.32854,12.728423
2671,J105322.84+124626.6,163.34518,12.774042
2687,J110525.16+403214.6,166.35484,40.537376
2705,J111448.45+401749.1,168.70187,40.296967
2708,J113709.70+412244.7,174.29042,41.379089
2723,J135151.94+402612.4,207.96642,40.436783
2734,J131232.96+425020.9,198.13734,42.839127
2745,J103140.17+360048.9,157.91737,36.013596
2756,J101214.82+351340.6,153.06174,35.227943
2780,J152057.63+304057.7,230.24013,30.682693
2797,J162516.08+222853.2,246.31699,22.481447
2808,J143001.69+362129.6,217.50706,36.358219
2810,J152214.56+312830.6,230.56068,31.475153
2819,J155910.23+051328.6,239.79262,5.2246099
2823,J143650.53+080615.5,219.21053,8.1043072
2831,J151239.87+075820.5,228.16612,7.9723678
2853,J160746.14+305222.6,241.94226,30.872955
2854,J161303.68+295406.9,243.26534,29.90193
2858,J160928.12+310322.9,242.36716,31.056358
2882,J094601.41+221051.9,146.50586,22.181093
2895,J113800.24+482623.3,174.50101,48.439793
2902,J115423.08+493245.7,178.59615,49.546021
2925,J114154.77+465657.1,175.4782,46.949181
2937,J111720.70+470820.3,169.33627,47.138969
2939,J133612.53+445152.0,204.0522,44.864437
2943,J141339.05+433653.6,213.41269,43.614895
2950,J122131.68-005109.8,185.38202,-0.85272139
2956,J104359.56-003517.9,160.99817,-0.58831763
2961,J133032.00-003613.6,202.63333,-0.60377026
2980,J114149.62+001257.6,175.45674,0.21600558
2988,J104242.18+004048.5,160.67574,0.68013185
2998,J103333.15+010635.1,158.38812,1.1097618
