,ID,ra,dec
357,J223854.24+131140.0,339.72598,13.194452
358,J235502.88+142552.0,358.76199,14.4311
359,J235946.72+142500.8,359.94467,14.416877
360,J001035.24+142357.3,2.6468225,14.399261
362,J232425.45+144730.2,351.10605,14.791726
363,J233612.85+150024.5,354.05353,15.006799
364,J220640.66+131605.2,331.6694,13.268103
365,J220630.89+132435.9,331.62869,13.409972
366,J223944.77+142450.5,339.93655,14.414023
367,J225752.74+144450.9,344.46973,14.747483
368,J210922.91+112213.3,317.34546,11.37037
369,J232207.82+153742.3,350.53259,15.628424
370,J233705.37+155558.4,354.27237,15.9329
371,J000227.29+160442.5,0.61370331,16.078478
372,J235515.34-105828.5,358.8139,-10.974595
373,J235413.24-102311.0,358.55515,-10.386381
374,J001850.59-103026.9,4.7108054,-10.507474
375,J005509.33-101922.5,13.788874,-10.322904
376,J011019.07-101729.4,17.579473,-10.291501
377,J005609.09-093655.4,14.037868,-9.6153908
378,J012525.27-091922.8,21.355293,-9.3230066
379,J235459.55-091449.4,358.74814,-9.2470694
380,J004112.22-091010.3,10.300911,-9.1695204
381,J012208.26-085734.0,20.534435,-8.9594564
382,J013813.21-092900.3,24.55504,-9.483407
383,J014426.27-092059.7,26.109457,-9.349925
384,J014751.81-083700.1,26.965891,-8.6166906
386,J210331.05+100037.5,315.87936,10.010415
387,J021918.53-075334.8,34.827217,-7.893003
388,J075932.29+375319.6,119.88456,37.888767
389,J080742.08+394901.6,121.92535,39.817104
390,J080552.14+400928.1,121.46726,40.15781
391,J074526.30+350923.9,116.35959,35.156628
392,J073400.43+321244.2,113.50179,32.212288
394,J234128.95-104332.8,355.37064,-10.72577
395,J232740.06-101642.9,351.91693,-10.278572
396,J232453.17-095426.8,351.22156,-9.9074535
397,J234423.59-100506.0,356.0983,-10.084988
398,J231903.27-092518.6,349.76361,-9.4218225
399,J232901.18-085650.2,352.25491,-8.9472685
400,J020203.38-093117.8,30.514065,-9.5216017
401,J095638.73+010534.5,149.16139,1.0929127
402,J100103.50+010707.2,150.2646,1.1186545
403,J090332.78+011236.4,135.88658,1.2101116
404,J095539.48+013548.4,148.91449,1.5967772
405,J094252.63+015209.5,145.71928,1.8693067
406,J092222.23+023509.3,140.59261,2.5859227
407,J102743.62+011138.4,156.93175,1.1939903
408,J102912.83+012048.8,157.30344,1.3468802
409,J104255.18+011559.7,160.72992,1.2665824
412,J115147.88+020034.4,177.94948,2.0095592
413,J101701.69+020044.1,154.25703,2.0122552
414,J101943.31+020715.5,154.93044,2.1209614
415,J112608.75+021341.0,171.53644,2.2280457
419,J104032.26+022927.4,160.1344,2.4909363
420,J110854.74+024035.8,167.2281,2.6765988
421,J111459.94+024552.1,168.74974,2.7644591
422,J112458.48+023949.8,171.24368,2.6638401
424,J102415.28+025338.2,156.06367,2.8939531
425,J104341.59+030019.5,160.92328,3.0054166
426,J112938.14+031504.2,172.40892,3.2511625
428,J111005.60+032836.1,167.52333,3.4767075
429,J082718.07+460203.1,126.8253,46.034191
431,J075950.59+392558.8,119.96081,39.43301
432,J080422.68+403855.9,121.09452,40.648861
434,J123216.56+635440.0,188.06898,63.911125
435,J132240.76+625339.5,200.66985,62.894306
436,J123253.05+640844.2,188.22104,64.145622
437,J110317.08+632232.4,165.82117,63.375679
439,J114520.00+642628.8,176.33334,64.441345
440,J123153.80+643909.5,187.97418,64.652649
441,J114046.59+644712.2,175.19414,64.786713
442,J115030.78+654427.5,177.62823,65.740982
443,J120717.64+655933.9,181.8235,65.99276
444,J103415.68+032224.0,158.56535,3.3733363
445,J093126.87+025959.6,142.86194,2.9998944
447,J092915.23+031953.4,142.31345,3.3314936
449,J095527.77+034516.8,148.86569,3.7546721
450,J091505.88+033507.1,138.77449,3.5852947
451,J094936.87+040653.9,147.40361,4.114984
452,J095040.80+040034.0,147.66998,4.0094533
453,J100459.22+043512.3,151.24673,4.5867615
454,J111013.92+052159.7,167.55798,5.3665924
455,J105418.38+053943.8,163.5766,5.6621661
456,J110141.96+054428.9,165.42485,5.741365
457,J075537.95+335301.1,118.90813,33.883629
460,J080943.09+393057.4,122.42954,39.515945
461,J134716.41+623039.7,206.81836,62.511024
462,J142454.89+605657.2,216.22871,60.949215
463,J142813.01+611115.6,217.0542,61.187679
465,J145422.37+594338.7,223.59319,59.727428
466,J140637.61+632927.9,211.65672,63.491081
467,J145920.86+595100.2,224.8369,59.85006
468,J081430.66+381913.4,123.62775,38.320389
469,J084959.88+451839.9,132.4995,45.311085
470,J080435.28+363711.6,121.147,36.619884
471,J080746.76+371427.9,121.94482,37.241093
472,J083810.61+433604.9,129.5442,43.601364
473,J091019.61+485449.7,137.5817,48.913795
474,J092229.44+502548.5,140.62267,50.430149
475,J084311.01+451101.0,130.79588,45.18362
477,J081037.72+392608.1,122.65715,39.435593
479,J081313.83+402504.6,123.30764,40.417953
480,J093139.87+530031.8,142.91611,53.008835
482,J100054.68-001838.1,150.22784,-0.31058767
484,J104509.09+000433.3,161.28786,0.075926758
485,J095728.85+003517.4,149.37022,0.5881784
486,J104503.60+002603.8,161.26501,0.4343898
487,J104503.06+003216.1,161.26276,0.53781259
488,J110713.24+650606.6,166.80516,65.101837
489,J122548.64+661422.4,186.45265,66.239548
490,J125238.52+035539.8,193.16052,3.9277105
491,J125733.69+035521.5,194.39037,3.9226372
493,J134233.60+033930.4,205.64001,3.6584361
494,J132920.24+041158.9,202.33434,4.1996961
495,J143025.28+034201.0,217.60533,3.7002845
496,J144042.84+032755.5,220.17848,3.4654226
497,J151747.79+030052.1,229.44911,3.0144854
498,J130515.26+045234.2,196.31357,4.8761792
499,J130655.73+044337.3,196.73221,4.7270403
500,J133226.12+044435.3,203.10883,4.7431459
501,J135014.84+042713.6,207.56183,4.4537864
502,J144818.96+034853.9,222.07898,3.8149724
503,J150629.82+034153.5,226.62425,3.6981983
504,J152930.61+031708.2,232.37753,3.2856231
505,J155511.44+025337.1,238.79765,2.8936512
506,J155947.58+024124.3,239.94824,2.6900876
507,J141758.57+044559.1,214.49406,4.766408
510,J150913.45+035547.8,227.30603,3.92995
511,J151000.68+040217.3,227.50282,4.0381365
513,J134646.25+052441.5,206.69269,5.4115248
514,J135252.89+052132.3,208.22037,5.358984
515,J141020.97+051615.9,212.58737,5.2710905
516,J144515.59+045111.1,221.31496,4.8530841
519,J123916.39+060515.6,189.8183,6.087666
520,J131323.81+055900.7,198.3492,5.9835358
521,J152523.10+575810.1,231.34627,57.969479
522,J154135.70+555839.9,235.39873,55.977749
523,J155308.66+540850.2,238.2861,54.147274
524,J161414.90+503019.0,243.5621,50.505276
525,J150630.61+603535.5,226.62755,60.593201
527,J160956.04+522749.9,242.48349,52.46386
528,J161113.54+522649.3,242.8064,52.447018
529,J151017.70+611311.9,227.57373,61.219963
530,J154726.68+565804.6,236.86116,56.967937
531,J163411.13+462738.7,248.54636,46.460747
532,J162412.13+492904.1,246.05055,49.484474
533,J162948.08+490453.2,247.45033,49.081436
534,J163352.28+475943.2,248.46782,47.995335
535,J163904.30+472620.0,249.76793,47.438889
536,J112856.93+581131.1,172.23721,58.191986
537,J120702.27+584959.3,181.75945,58.833126
538,J133840.38+571845.1,204.66826,57.312534
539,J114454.46+582842.6,176.22691,58.478508
540,J101000.80+544019.8,152.50333,54.67218
541,J103508.64+563238.9,158.786,56.544125
542,J120218.50+590717.1,180.57709,59.12141
544,J121440.58+592033.7,183.6691,59.342701
545,J092328.69+504739.3,140.86955,50.79425
546,J115221.12+592734.2,178.08801,59.459507
547,J133645.08+581914.7,204.18784,58.320759
549,J091308.50+503021.4,138.28542,50.505955
550,J094758.93+542946.6,146.99556,54.496281
551,J111653.96+593146.9,169.22482,59.529682
552,J120833.05+603007.3,182.1377,60.502014
553,J133623.87+590450.9,204.09944,59.080818
554,J083733.34+454054.6,129.38893,45.681843
555,J084620.16+470922.8,131.58401,47.15633
557,J092120.22+521311.9,140.33424,52.219982
559,J110043.90+592325.7,165.18292,59.39048
560,J121721.50+605257.7,184.33957,60.882702
562,J170223.08+340513.3,255.59616,34.087036
564,J170249.13+340132.9,255.7047,34.02581
565,J170344.44+333938.4,255.93517,33.660671
566,J170449.81+332444.1,256.20755,33.412262
567,J154246.43+531905.4,235.69344,53.318176
568,J161903.57+463324.5,244.76488,46.556805
569,J164519.33+400944.8,251.33054,40.162453
570,J170949.20+321757.2,257.45499,32.299213
571,J170450.95+344902.4,256.21228,34.817341
572,J154940.98+531532.6,237.42075,53.259048
573,J160028.61+513836.5,240.11922,51.643478
574,J164816.71+405209.3,252.06964,40.869259
575,J170530.01+351615.0,256.37506,35.270824
576,J162827.97+411313.7,247.11655,41.220478
577,J162946.50+405229.5,247.44376,40.874859
579,J165800.76+325349.6,254.50316,32.897102
580,J162452.39+424425.1,246.21829,42.740295
581,J165714.35+340126.6,254.30978,34.024048
582,J165948.43+335945.0,254.95181,33.995834
583,J170910.66+310133.8,257.2944,31.026045
584,J171014.44+303854.8,257.56018,30.648546
585,J170231.21+335135.0,255.63005,33.859722
586,J170314.07+333041.5,255.80864,33.511532
587,J153458.27+005051.7,233.74281,0.84768194
588,J154016.22+005306.2,235.06757,0.88504332
589,J163036.75+400753.6,247.65314,40.131546
590,J170508.59+302344.6,256.2858,30.395714
591,J170203.45+333842.6,255.51436,33.645157
592,J170240.36+333115.8,255.66815,33.521046
593,J133643.62-032956.9,204.18175,-3.4991481
594,J134903.16-032632.1,207.26317,-3.4422617
595,J133255.27-030134.9,203.2303,-3.0263488
596,J135115.23-030812.2,207.81346,-3.1367242
597,J140037.97-025422.7,210.15819,-2.9063127
598,J134613.60-023705.7,206.55666,-2.6182375
