,ID,ra,dec
2514,J140305.68+453015.8,210.77368,45.504387
2515,J114816.91+114510.3,177.07047,11.752856
2516,J114932.95+115954.4,177.38728,11.998436
2517,J121422.61+120529.9,183.59421,12.091646
2518,J122445.18+121020.6,186.18823,12.172384
2520,J105831.75+115647.1,164.63228,11.946404
2521,J111336.15+120442.0,168.40062,12.078341
2522,J112041.77+120830.3,170.17403,12.141748
2523,J114905.84+122652.9,177.27432,12.448031
2524,J115332.44+123403.7,178.38515,12.567697
2525,J112326.97+124152.9,170.86237,12.698027
2527,J110212.61+123954.4,165.55254,12.665099
2528,J112927.46+131256.5,172.36443,13.215706
2529,J115710.62+132830.0,179.29427,13.475007
2530,J120408.82+132117.0,181.03676,13.354723
2531,J121943.61+132705.5,184.93172,13.451518
2532,J123557.12+111627.9,188.98801,11.274419
2533,J123634.26+111420.0,189.14276,11.238875
2534,J133514.41+104110.3,203.81006,10.686182
2536,J130536.30+113518.6,196.40123,11.588499
2537,J130731.54+112739.3,196.88141,11.460911
2540,J133318.12+110517.2,203.32552,11.088114
2542,J130557.96+115321.0,196.4915,11.88917
2543,J134019.41+112527.8,205.08089,11.4244
2544,J133300.37+120148.2,203.25154,12.030043
2545,J131538.36+130947.1,198.90982,13.16307
2546,J132544.07+125731.9,201.43362,12.95886
2548,J140605.39+404742.2,211.52245,40.795048
2549,J143759.21+382154.5,219.49672,38.365128
2550,J101724.93+401459.2,154.35388,40.249779
2551,J113452.95+440017.5,173.72063,44.004848
2552,J122814.15+442711.7,187.05896,44.453247
2553,J141044.70+405243.9,212.68623,40.878868
2554,J151601.51+350430.8,229.0063,35.075214
2555,J154105.47+320450.7,235.27278,32.080738
2557,J105504.27+425143.3,163.76779,42.862019
2558,J114231.69+443628.7,175.63205,44.607975
2559,J131354.21+441048.7,198.47586,44.180195
2560,J132912.76+433457.7,202.30315,43.582695
2561,J140437.81+415110.7,211.15756,41.852962
2562,J144514.16+384343.9,221.30901,38.728855
2563,J144523.26+384651.6,221.34691,38.781006
2565,J102727.51+414857.7,156.86464,41.816025
2566,J113715.08+444612.0,174.31282,44.77
2567,J122802.33+451457.1,187.0097,45.249184
2568,J131517.26+442425.6,198.82193,44.407104
2569,J133209.87+435446.8,203.04111,43.913002
2571,J114843.89+452819.0,177.18286,45.471958
2572,J120132.26+453756.8,180.38441,45.632446
2573,J131136.06+445558.7,197.90025,44.93298
2574,J145237.56+390103.1,223.15651,39.017529
2575,J145856.64+382115.2,224.73602,38.354218
2576,J104444.28+433407.9,161.18448,43.568855
2577,J104959.14+435825.8,162.4964,43.973831
2578,J105343.00+440735.9,163.42915,44.12664
2579,J110149.75+442647.5,165.45731,44.446529
2580,J112200.25+425425.5,170.50104,42.907085
2581,J130440.44+431834.5,196.16849,43.309582
2582,J104305.71+413345.3,160.77379,41.562588
2583,J111346.88+430634.3,168.44534,43.109528
2586,J151806.90+343659.8,229.52873,34.616604
2587,J152351.72+335207.4,230.96552,33.868725
2588,J102357.30+405505.5,155.98875,40.918201
2589,J121014.47+443956.8,182.56029,44.665783
2590,J121141.61+443526.4,182.92336,44.590668
2591,J131512.89+435114.1,198.8037,43.853905
2593,J144424.34+383914.3,221.10141,38.653961
2594,J101943.87+405918.9,154.9328,40.988575
2596,J105150.15+430108.3,162.95897,43.018982
2597,J105953.55+432211.1,164.97313,43.369747
2598,J110925.22+433721.0,167.3551,43.62249
2599,J123152.06+450443.1,187.9669,45.078648
2600,J140831.13+415123.9,212.1297,41.85664
2601,J102347.53+413736.0,155.94804,41.626678
2602,J124216.55+452723.5,190.56897,45.456516
2603,J133646.15+435038.1,204.19228,43.843925
2604,J141534.02+415144.0,213.89174,41.862209
2605,J145916.60+381112.8,224.81918,38.18689
2606,J150510.73+373701.4,226.29469,37.617054
2607,J114958.24+454659.7,177.49266,45.78326
2608,J115834.52+454429.4,179.64384,45.741489
2609,J124352.63+455319.9,190.96928,45.888851
2610,J131739.19+450054.4,199.41331,45.015114
2611,J141933.45+415141.2,214.88937,41.861431
2613,J105945.19+104739.7,164.93829,10.794359
2614,J111714.99+110930.5,169.31244,11.158465
2616,J121322.18+112909.3,183.34241,11.485907
2617,J122104.99+113752.4,185.2708,11.631209
2618,J122316.24+113402.5,185.81766,11.567348
2619,J123742.02+112502.2,189.42508,11.417288
2620,J132622.37+105806.6,201.5932,10.968512
2622,J140557.43+101910.2,211.48929,10.3195
2623,J143750.11+092247.6,219.4588,9.3799
2624,J150846.14+082603.6,227.19223,8.4343433
2625,J110514.56+112138.6,166.31065,11.360718
2626,J113958.32+114929.9,174.993,11.824967
2627,J121917.19+120058.3,184.82164,12.016191
2628,J124610.10+115452.6,191.54207,11.914605
2629,J130048.08+115223.1,195.20033,11.873083
2632,J132246.68+112956.8,200.6945,11.499102
2633,J132632.13+112413.1,201.63387,11.403626
2634,J140107.18+104838.3,210.27991,10.81063
2636,J150340.59+085501.7,225.91911,8.9171267
2638,J103953.65+111216.9,159.97353,11.20469
2639,J105302.82+113115.5,163.26176,11.520976
2640,J111004.24+115119.7,167.51767,11.85546
2641,J114009.86+121008.1,175.04109,12.168921
2642,J122856.04+121848.9,187.23349,12.313585
2643,J124623.22+122309.7,191.59673,12.386038
2645,J133346.22+114705.2,203.44258,11.784766
2646,J134548.02+112922.8,206.45009,11.489675
2647,J141036.31+105619.3,212.65129,10.9387
2648,J101659.99+110057.0,154.24994,11.015838
2649,J102357.42+112000.6,155.98924,11.333508
2650,J102559.18+111848.7,156.49658,11.313529
2651,J110134.18+120904.1,165.39241,12.151152
2652,J112134.71+122710.0,170.39461,12.452786
2653,J112954.41+123040.4,172.4767,12.511235
2654,J121850.42+125351.1,184.71007,12.897518
2656,J142340.41+110808.6,215.91837,11.13572
2658,J155040.73+075728.8,237.66972,7.9579897
2659,J101426.80+112629.7,153.61165,11.441574
2660,J103333.43+115217.0,158.3893,11.871384
2661,J103501.09+120519.2,158.75455,12.08866
2662,J103849.79+120740.6,159.70746,12.127954
2664,J121817.70+131523.2,184.57373,13.256445
2665,J131235.16+125743.3,198.14648,12.962038
2666,J135348.71+121511.6,208.45297,12.253216
2667,J135803.50+120902.7,209.51459,12.150757
2668,J143038.48+111557.5,217.66034,11.265964
2669,J161839.56+070211.3,244.66483,7.0364623
2672,J110015.36+125301.3,165.06398,12.883694
2673,J113053.46+132323.7,172.72273,13.389905
2674,J120401.14+133901.2,181.00473,13.65033
2675,J130037.24+132150.8,195.15518,13.364103
2676,J134122.82+502512.2,205.34508,50.420059
2677,J135240.97+494703.8,208.17072,49.784389
2679,J141729.26+491552.7,214.37193,49.264648
2681,J114651.25+410445.7,176.71356,41.079372
2682,J121510.00+411718.5,183.79167,41.288467
2683,J121845.40+411847.9,184.68918,41.313305
2684,J130951.75+403712.3,197.46561,40.620083
2685,J105432.57+400717.8,163.63571,40.121601
2686,J110341.37+403643.5,165.92236,40.612072
2688,J111134.05+405544.5,167.89188,40.929028
2689,J131921.50+410849.5,199.8396,41.147083
2690,J105731.02+404614.1,164.37926,40.770588
2691,J111141.57+412519.2,167.92319,41.422005
2692,J114722.22+422001.9,176.84258,42.333855
2693,J123620.10+423528.3,189.08374,42.59119
2694,J104838.24+404900.0,162.15935,40.816673
2695,J105738.59+410317.8,164.41078,41.054932
2696,J111621.81+420102.5,169.09088,42.017372
2697,J121839.62+433219.1,184.6651,43.538647
2698,J130229.40+430026.8,195.6225,43.007458
2699,J124710.44+072750.4,191.79352,7.4639931
2700,J132243.67+074833.7,200.68196,7.8093495
2701,J135419.69+072312.4,208.58205,7.3867688
2702,J124620.26+082108.3,191.58443,8.3523149
2703,J130204.36+082626.7,195.51817,8.4407387
2704,J111214.49+402140.3,168.06038,40.361198
2706,J131230.71+405158.5,198.12794,40.866249
2707,J134726.93+391814.6,206.86221,39.304062
2709,J121942.14+420431.8,184.92558,42.075512
2711,J105703.65+403528.0,164.26521,40.591103
2712,J110352.74+405056.7,165.96977,40.849079
2713,J113612.34+415759.2,174.05141,41.966454
2714,J121015.17+422735.3,182.56322,42.459805
2715,J121329.49+422703.5,183.37289,42.450977
2716,J132044.55+412522.5,200.18561,41.422905
2717,J150531.84+342752.7,226.38266,34.464634
2718,J112740.08+420018.8,171.91698,42.00523
2719,J115742.66+423504.8,179.42775,42.584671
2720,J123046.15+424832.1,187.69231,42.808922
2721,J123208.31+424547.9,188.03464,42.763313
2722,J123813.08+424420.5,189.55452,42.73904
2724,J151028.60+341618.4,227.61917,34.271782
2725,J110403.42+413703.3,166.01427,41.617577
2726,J115113.30+430517.5,177.80542,43.088188
2727,J123957.93+431234.1,189.99139,43.209469
2728,J130204.39+424812.3,195.51831,42.803425
2729,J151033.13+345154.9,227.63805,34.865246
2730,J120041.23+433707.8,180.17181,43.61882
2732,J123701.59+433834.9,189.25662,43.643036
2733,J124945.28+432903.5,192.43867,43.484306
2735,J131958.74+424100.0,199.99475,42.683342
2736,J132527.72+422546.5,201.36551,42.429573
2737,J103641.14+355309.0,159.17142,35.885826
2738,J112531.81+380338.1,171.38255,38.060574
2739,J115842.43+384049.8,179.6768,38.680496
2740,J120211.34+384602.3,180.54726,38.767307
2741,J120926.50+385426.8,182.3604,38.907436
2743,J094703.75+322920.5,146.76561,32.489029
2744,J095534.68+332041.9,148.8945,33.344963
2746,J103150.87+355737.9,157.96196,35.960522
2747,J111030.24+375427.0,167.62601,37.907501
2748,J114756.18+385417.2,176.98409,38.90477
2749,J115519.35+390931.1,178.83061,39.158649
2750,J153805.34+274608.1,234.52226,27.768921
2751,J160637.20+235236.9,241.655,23.876907
2752,J161708.89+222623.9,244.28703,22.43997
2754,J091629.40+295543.0,139.12248,29.928608
2755,J093918.12+321837.6,144.8255,32.310455
2757,J102425.43+355919.5,156.10596,35.988747
2758,J130106.65+391442.7,195.27771,39.24519
2759,J130948.95+390537.8,197.45395,39.093822
2760,J133524.73+380542.5,203.85303,38.09515
2761,J144212.32+335859.3,220.55133,33.983128
2762,J144932.47+332353.6,222.3853,33.398212
2763,J145528.19+325024.0,223.86746,32.840012
2764,J145531.69+324947.5,223.88205,32.829849
2765,J151647.33+304358.3,229.19719,30.732857
2766,J152004.81+301821.3,230.02005,30.305922
2767,J153018.87+291232.7,232.57861,29.209089
2768,J155528.03+260403.3,238.86678,26.067583
2769,J155527.03+255519.8,238.86261,25.922171
2770,J103457.72+370604.6,158.74052,37.101265
2771,J111223.43+384629.8,168.09764,38.774952
2772,J130057.39+393459.2,195.23911,39.583118
2773,J130054.34+393934.0,195.22641,39.659454
2774,J131329.41+392122.3,198.37256,39.356194
2775,J131611.69+391601.3,199.04869,39.267036
2776,J134912.19+375644.1,207.30081,37.94558
2777,J135837.98+372528.1,209.65826,37.424477
2778,J144129.00+343449.8,220.37085,34.580505
2779,J150500.90+321821.9,226.25374,32.306087
2781,J152227.91+303455.4,230.6163,30.582047
2782,J152402.82+301440.5,231.01176,30.244589
2783,J160322.44+252229.0,240.84351,25.374727
2784,J083501.18+254158.1,128.75491,25.699476
2785,J094655.06+340040.6,146.72942,34.011269
2786,J100032.28+350407.7,150.13451,35.068806
2787,J101110.46+355237.3,152.79358,35.877014
2788,J103635.14+374228.5,159.14641,37.70792
2789,J105016.03+382618.7,162.5668,38.438515
2790,J111105.05+391819.8,167.77106,39.3055
2792,J122607.18+403639.0,186.52992,40.610836
2793,J122958.04+403322.9,187.49185,40.556351
2794,J135527.96+375801.6,208.86652,37.96711
2795,J154644.04+281154.9,236.68349,28.19857
2796,J155947.53+262259.5,239.94803,26.383181
2798,J100234.21+355000.8,150.64253,35.833553
2799,J102503.50+372642.8,156.26459,37.445213
2800,J102927.54+373321.5,157.36475,37.555962
2801,J120400.38+405618.7,181.0016,40.938541
2802,J124321.34+404226.0,190.8389,40.707218
2803,J124549.51+404904.3,191.45628,40.817863
2804,J124627.12+404502.7,191.61298,40.750763
2805,J130518.48+401739.8,196.32701,40.294376
2806,J135046.00+384906.2,207.69168,38.818394
2807,J135629.34+382206.6,209.12224,38.368488
2809,J145056.68+343550.5,222.73616,34.597374
2811,J155313.38+273753.8,238.30574,27.631599
2812,J155718.48+270426.7,239.32698,27.074083
2813,J135106.14+082038.9,207.7756,8.3441286
2814,J140931.75+075357.2,212.38229,7.8992305
2815,J140951.05+075752.6,212.46271,7.9645996
2816,J125839.14+091437.8,194.66307,9.2438297
2818,J143740.05+074328.8,219.41687,7.7246675
2820,J161136.85+045251.4,242.90353,4.8809543
2821,J125825.22+094704.5,194.60507,9.7845812
2822,J130651.96+093821.9,196.71648,9.6394253
2824,J151620.39+070502.6,229.08495,7.0840659
2825,J160909.05+052204.8,242.2877,5.3680048
2826,J161050.27+051556.8,242.70946,5.2657862
2827,J130806.84+100117.5,197.0285,10.021519
2828,J140834.23+091147.8,212.14262,9.1966105
2829,J135046.10+100436.3,207.69208,10.076763
2830,J140753.14+094502.9,211.97141,9.7508163
2832,J151403.00+080201.2,228.51251,8.0336771
2833,J142150.05+471240.9,215.45854,47.211372
2834,J142840.18+463951.9,217.16742,46.664429
2835,J135949.20+491726.5,209.95502,49.290695
2836,J140721.71+485035.2,211.84045,48.843113
2837,J144954.43+451633.2,222.47678,45.275883
2838,J164243.91+272722.4,250.68295,27.456226
2839,J170006.88+230753.4,255.02867,23.131512
2840,J132601.50+511209.9,201.50627,51.20274
2841,J140020.38+494132.2,210.0849,49.692268
2842,J151806.13+424445.1,229.52556,42.745853
2843,J152607.95+414033.8,231.53313,41.676067
2844,J155652.63+371405.7,239.2193,37.234913
2845,J170757.57+214514.0,256.98987,21.753881
2846,J131953.34+515041.2,199.97227,51.844784
2847,J133620.20+513641.1,204.08418,51.611404
2848,J152119.72+432447.1,230.33217,43.413094
2849,J132317.97+523906.6,200.82489,52.65184
2850,J152808.52+354600.3,232.03552,35.766743
2851,J155939.16+314629.3,239.91316,31.774807
2852,J155837.84+322747.1,239.65767,32.463089
2855,J163735.68+251823.9,249.39865,25.306635
2856,J154804.74+343857.8,237.01973,34.649376
2857,J160522.32+315622.9,241.34302,31.939699
2859,J163305.25+265252.9,248.27188,26.881371
2860,J152232.89+382240.1,230.63704,38.377796
2861,J155011.29+344202.7,237.54703,34.700745
2862,J162114.16+314354.2,245.30899,31.731728
2863,J160111.05+361443.1,240.29605,36.245304
2864,J160255.07+362107.8,240.72946,36.352161
2865,J164237.98+281516.6,250.65825,28.254612
2866,J153831.32+404941.2,234.63048,40.828102
2867,J160139.95+371821.9,240.41646,37.306072
2868,J161733.13+342433.7,244.38806,34.40937
2869,J162646.90+322034.0,246.69543,32.342777
2870,J163043.59+313048.5,247.68161,31.513483
2871,J165721.82+253350.0,254.34093,25.56389
2872,J084843.46+164417.4,132.18108,16.738169
2873,J085957.54+174907.3,134.98973,17.818686
2874,J075629.76+113438.4,119.12402,11.577347
2875,J080203.58+122029.1,120.51492,12.341415
2876,J083316.76+153322.6,128.31982,15.556278
2877,J085346.53+173817.7,133.44386,17.63826
2878,J090437.69+182758.4,136.15703,18.466228
2879,J091423.80+192133.8,138.59917,19.359402
2881,J090012.70+183439.2,135.0529,18.577555
2883,J095323.91+224824.6,148.34964,22.806829
2884,J094821.78+225335.5,147.09074,22.89319
2885,J092450.43+213426.3,141.21013,21.573984
2886,J094039.21+224053.9,145.16336,22.681633
2887,J094320.67+225911.6,145.83614,22.986568
2888,J094705.21+231416.0,146.77171,23.237789
2889,J090716.33+163946.0,136.81804,16.662786
2890,J092042.42+181127.2,140.17676,18.190899
2891,J085312.36+162619.5,133.30148,16.438753
2892,J113411.85+183633.6,173.54938,18.609346
2893,J114858.90+210255.6,177.24541,21.048775
2894,J001431.15+154902.2,3.629796,15.817267
2896,J115316.39+483526.9,178.31828,48.590801
2897,J121842.73+484506.2,184.67805,48.751717
2898,J103456.73+460727.3,158.73639,46.12426
2899,J110650.68+475109.1,166.71118,47.85252
2900,J103222.19+463001.5,158.09244,46.500416
2901,J113607.46+490436.7,174.03107,49.076851
2903,J103044.75+464155.7,157.68645,46.698811
2904,J120202.16+500344.4,180.509,50.062332
2905,J111000.26+490923.2,167.50108,49.156448
2906,J120040.88+502449.6,180.17035,50.413784
2907,J111629.86+495609.5,169.1244,49.935963
2908,J120550.73+505455.3,181.46138,50.915375
2909,J120749.73+505917.9,181.9572,50.988319
2910,J122521.53+505125.4,186.33969,50.857059
2911,J095228.92+400317.8,148.12048,40.054951
2912,J105653.88+443845.0,164.2245,44.645828
2913,J114305.96+460728.6,175.77483,46.124615
2914,J080134.63+242926.1,120.39428,24.490595
2916,J082911.65+293220.0,127.29854,29.538887
2917,J085425.06+333853.6,133.60442,33.648228
2918,J092827.72+375927.8,142.11548,37.991043
2919,J093456.44+384441.9,143.73515,38.744965
2920,J094008.24+391712.7,145.03433,39.286869
2921,J094512.49+395554.7,146.30206,39.931866
2923,J115158.78+464910.5,177.99492,46.819588
2924,J085353.48+335554.6,133.47284,33.931843
2926,J082833.16+302831.9,127.13815,30.475521
2927,J091141.66+370204.1,137.92357,37.034485
2928,J091518.24+372205.1,138.82602,37.368084
2929,J093148.20+391728.5,142.95084,39.291252
2930,J094114.62+401859.8,145.31093,40.31662
2931,J100745.24+425103.9,151.93849,42.851097
2933,J120023.35+474520.2,180.09729,47.755619
2934,J084736.84+340142.6,131.9035,34.028511
2935,J110528.80+464905.0,166.37,46.818054
2936,J111650.17+471226.2,169.20905,47.207272
2938,J103425.08+453017.0,158.60451,45.504726
2940,J141708.89+423144.1,214.28703,42.528904
2941,J123101.60+465211.9,187.75668,46.869984
2942,J125252.12+464529.5,193.21716,46.758186
2944,J145306.90+405512.7,223.27876,40.920185
2945,J131943.42+471641.6,199.93091,47.278214
2947,J122039.58+484147.5,185.16492,48.696514
2948,J125648.28+481743.9,194.20117,48.29554
2949,J120448.25-005746.5,181.20105,-0.96290439
2951,J125147.44-010048.2,192.94765,-1.0133772
2952,J131639.73-005751.8,199.16556,-0.9643926
2953,J131916.58-005501.4,199.81909,-0.91706443
2954,J133612.24-010153.2,204.05099,-1.0314463
2955,J143011.39-010228.8,217.54747,-1.0413281
2957,J105006.69-003146.5,162.52786,-0.52958512
2959,J125323.84-002523.7,193.34935,-0.42324007
2960,J130909.28-003648.2,197.28868,-0.61339539
2962,J134421.55-002616.4,206.08981,-0.43787512
2963,J142755.00-003345.1,216.97916,-0.56253135
2965,J095344.34-000525.8,148.43474,-0.090497524
2966,J095552.60-001044.7,148.96915,-0.17907847
2968,J101623.30-000449.6,154.09709,-0.080453783
2969,J102842.74-000840.4,157.17809,-0.14455849
2970,J105221.84-000552.5,163.09102,-0.097918332
2971,J131104.83-000244.9,197.77014,-0.045807127
2972,J141447.47-000011.2,213.69781,-0.0031194517
2973,J145911.07-000516.0,224.79613,-0.087768748
2974,J151120.32-000720.2,227.83467,-0.12226839
2975,J152734.99-000334.2,231.8958,-0.05948681
2976,J090937.23+001858.0,137.40514,0.31611943
2977,J095609.84+001933.1,149.041,0.32586318
2978,J101753.70+001921.0,154.47374,0.32249662
2979,J104152.05+002404.3,160.46689,0.40120003
2982,J150905.12+002338.5,227.27133,0.39403331
2983,J095234.90+001459.8,148.14542,0.24994527
2984,J090033.86+004536.6,135.1411,0.76015425
2985,J095316.28+004000.1,148.31783,0.6666863
2986,J100549.83+003800.1,151.45763,0.63335204
2987,J102108.45+003826.9,155.28522,0.64080906
2990,J111022.28+004232.2,167.59283,0.70894599
2992,J124010.51+004159.4,190.04378,0.6998229
2993,J132442.03+003747.8,201.17513,0.6299569
2994,J132655.57+004150.4,201.73154,0.69732058
2995,J134538.39+004148.2,206.40997,0.69671601
2996,J134900.93+004118.7,207.25389,0.68851823
2997,J152242.19+004130.2,230.67581,0.69172055
2999,J111124.11+010305.2,167.85045,1.0514579
3000,J114015.78+010847.5,175.06577,1.1465161
3001,J122319.02+010356.2,185.82925,1.0656035
3002,J124440.38+010846.2,191.16826,1.1461713
