,ID,ra,dec
837,J100926.99+524730.4,152.36246,52.791767
838,J105125.22+551624.8,162.85507,55.27356
839,J091439.28+474136.3,138.66365,47.693428
841,J095648.43+530853.8,149.2018,53.148289
842,J084516.50+363109.7,131.31873,36.519371
843,J085810.94+383400.2,134.54559,38.566734
844,J085931.85+384754.1,134.88271,38.798359
846,J085849.90+390143.6,134.70792,39.028782
847,J090005.16+391952.3,135.02151,39.331196
848,J082854.33+343906.0,127.22636,34.651657
849,J082949.83+344550.5,127.45762,34.764023
851,J073751.05+235647.1,114.46272,23.946413
852,J083117.46+354626.8,127.82274,35.774113
853,J083815.90+365035.4,129.56625,36.843155
854,J085949.49+402121.4,134.95621,40.355946
855,J080038.77+300553.3,120.16156,30.098131
856,J080948.84+315702.6,122.45352,31.95071
857,J090640.63+414838.2,136.6693,41.810604
858,J120317.43+512405.0,180.82262,51.401394
859,J113107.12+512346.9,172.77965,51.396366
860,J115311.26+515224.6,178.29691,51.873505
861,J120334.31+514812.6,180.89296,51.803497
862,J130340.99+512948.6,195.92079,51.496845
863,J102520.18+484807.0,156.33408,48.801949
864,J103919.60+493819.1,159.83167,49.638645
866,J121632.42+524908.0,184.13509,52.818897
867,J123211.07+524152.7,188.04614,52.697964
868,J100718.82+482236.9,151.82843,48.376907
870,J115749.73+530428.0,179.45721,53.074436
871,J100646.37+483750.3,151.69322,48.63065
872,J115240.84+533228.1,178.17015,53.541149
874,J090547.35+374738.3,136.4473,37.793961
875,J093539.03+413130.6,143.91261,41.525154
876,J074149.84+223959.5,115.45766,22.666521
878,J091758.80+400025.6,139.49498,40.007099
879,J095357.91+435812.5,148.4913,43.970131
880,J085704.23+373432.3,134.26761,37.575649
882,J101815.08+462623.9,154.56282,46.439976
883,J091752.06+405756.4,139.46693,40.965664
885,J075323.10+243300.6,118.34624,24.550154
887,J075937.79+265729.6,119.90745,26.958212
888,J075916.02+270857.7,119.81676,27.149359
889,J080000.14+270900.1,120.0006,27.150024
890,J082416.49+302859.0,126.06869,30.483055
891,J083852.36+331226.7,129.71815,33.207405
892,J081200.34+292345.9,123.0014,29.396076
894,J075846.99+270515.6,119.69581,27.087656
895,J090902.63+372930.1,137.26096,37.491703
896,J092400.36+393042.7,141.00151,39.51186
897,J103630.61+455858.3,159.12753,45.982849
898,J122341.71+490911.0,185.92378,49.153053
899,J133546.89+472504.3,203.94537,47.41787
901,J152124.62+384730.0,230.35257,38.791656
902,J084826.43+351020.0,132.11014,35.172211
903,J093701.28+412222.6,144.25533,41.372955
904,J095936.59+434147.9,149.90247,43.696632
905,J113640.02+485738.4,174.16676,48.960678
906,J113925.87+485719.2,174.85779,48.95533
907,J124932.58+491149.1,192.38576,49.196983
908,J141020.71+455823.5,212.5863,45.973202
909,J143243.19+442717.8,218.17996,44.454941
911,J083855.77+340642.3,129.73239,34.111763
912,J090927.09+384117.3,137.36287,38.688129
913,J095316.57+433546.5,148.31903,43.596249
915,J125153.03+493216.8,192.97096,49.537987
916,J130541.55+492517.7,196.42311,49.421577
917,J133817.77+481641.1,204.57404,48.278072
918,J141039.72+463042.9,212.66551,46.511917
919,J090611.78+384651.8,136.5491,38.781055
920,J092048.81+403951.2,140.20337,40.664223
921,J094708.66+432513.3,146.7861,43.420357
923,J122250.36+501612.8,185.70984,50.270233
924,J150042.54+423918.6,225.17723,42.65517
925,J101659.55+463036.5,154.24812,46.510136
926,J102648.23+470507.9,156.70097,47.085514
927,J114956.34+502853.0,177.48477,50.481377
928,J121332.88+504236.5,183.38699,50.710148
930,J141914.42+464303.0,214.81007,46.717506
931,J143711.57+452858.0,219.29819,45.482773
932,J144723.83+443143.0,221.8493,44.528614
933,J150633.62+423825.3,226.64008,42.640369
934,J085531.10+040500.7,133.87958,4.0835319
936,J105753.11+062245.3,164.4713,6.3792439
938,J081753.90+032235.7,124.47457,3.37657
939,J082306.17+033412.1,125.77569,3.5700383
940,J093606.84+052708.4,144.02849,5.452342
941,J094813.40+054002.2,147.05582,5.6672902
942,J082324.86+040214.0,125.85357,4.0372152
943,J083019.00+043106.4,127.57915,4.518434
944,J085129.80+050809.1,132.87415,5.1358681
945,J091918.28+054717.5,139.82617,5.7881942
946,J095913.06+063835.6,149.80441,6.6432161
947,J100726.44+065502.8,151.86017,6.9174333
948,J103029.62+071107.2,157.62343,7.1853333
949,J103328.52+070801.8,158.36885,7.1338325
950,J091929.43+061055.4,139.87263,6.1820683
951,J092410.58+061618.8,141.0441,6.2718883
952,J095320.52+065317.8,148.33548,6.8882709
953,J095722.56+070223.6,149.34402,7.0398922
954,J105237.40+080024.2,163.15582,8.0067215
955,J105854.79+080044.1,164.7283,8.0122499
957,J111134.88+574943.0,167.89534,57.828598
958,J113007.52+582605.6,172.53133,58.434891
959,J110914.97+581813.4,167.31238,58.303726
960,J104937.24+575141.1,162.40515,57.861416
961,J105133.17+575838.8,162.8882,57.977455
962,J102809.96+571531.1,157.04152,57.258629
963,J104228.81+582022.1,160.62006,58.33947
964,J101153.93+570316.0,152.97472,57.05444
965,J121101.94+590712.0,182.7581,59.12001
966,J132041.40+580255.0,200.1725,58.048603
970,J134143.33+584447.6,205.43056,58.746548
971,J115251.58+603015.2,178.21492,60.504215
972,J120443.17+604020.9,181.17987,60.672474
973,J121314.99+604832.4,183.31247,60.809002
974,J121307.59+604142.3,183.28162,60.695091
975,J130531.96+601009.8,196.38316,60.169392
976,J114609.40+605658.7,176.53915,60.949638
978,J100210.95+054208.3,150.54564,5.7023053
979,J105012.24+062240.5,162.55099,6.3779192
981,J083101.79+040314.9,127.75746,4.0541306
982,J083603.13+040915.0,129.01305,4.1541591
983,J083848.15+040734.1,129.70062,4.1261301
985,J095853.49+060128.1,149.72287,6.0244679
986,J101043.37+061201.5,152.68069,6.2004061
988,J110116.41+065737.4,165.31837,6.960381
989,J081307.47+034918.1,123.28111,3.8217013
991,J101605.52+064221.8,154.02301,6.7060518
993,J105142.84+071740.9,162.92848,7.2946849
994,J110031.43+071616.6,165.13094,7.2712698
995,J110800.98+072632.2,167.0041,7.4422855
996,J095336.04+064332.8,148.40015,6.725781
997,J100937.28+070805.1,152.40535,7.1347566
999,J110126.30+074347.1,165.35957,7.729753
1001,J121213.56+084856.7,183.05649,8.815753
1002,J122912.09+084757.9,187.30038,8.7994289
1003,J125931.04+084058.0,194.87933,8.6827736
1004,J083306.32+045005.4,128.27635,4.8348312
1005,J083308.15+045132.8,128.28394,4.8591018
1007,J111907.48+085354.5,169.78116,8.8984594
1008,J112204.12+085247.8,170.51717,8.8799391
1009,J115653.61+090908.7,179.22339,9.1524153
1010,J123022.67+091858.3,187.59444,9.3161926
1011,J091657.09+064735.7,139.23788,6.7932591
1012,J095417.62+074913.7,148.57341,7.8204598
1013,J101840.14+082233.2,154.66724,8.3759012
1014,J112408.42+092034.5,171.03508,9.3429127
1016,J115418.25+094005.2,178.57605,9.6681108
1017,J092712.20+072520.2,141.80084,7.4222784
1018,J093509.57+074333.5,143.78986,7.7259855
1019,J102304.04+085312.1,155.76683,8.886694
1020,J104147.97+091157.0,160.44989,9.1991758
1021,J104203.49+091827.9,160.51453,9.3077374
1023,J085003.88+063733.2,132.51616,6.625886
1025,J121858.35+103547.7,184.74312,10.596577
1027,J122419.48+102646.8,186.08116,10.446334
1028,J094751.72+084950.9,146.96548,8.8308048
1029,J110203.29+102001.1,165.51372,10.333651
1030,J111053.97+103154.0,167.72487,10.531663
1031,J115019.18+105009.6,177.57991,10.836007
1032,J125756.23+533123.6,194.48428,53.523232
1033,J130516.60+531420.6,196.31915,53.239056
1034,J120157.78+541111.5,180.49075,54.186527
1036,J100944.14+495018.3,152.43393,49.838428
1037,J111756.92+533811.9,169.48718,53.636646
1038,J111807.45+534059.9,169.53104,53.683292
1039,J112202.23+534253.6,170.50931,53.714886
1040,J112905.57+540531.8,172.27319,54.092155
1041,J114234.49+541340.3,175.64371,54.227848
1042,J114626.71+541739.6,176.61128,54.294342
1043,J123449.27+544151.1,188.70528,54.697533
1045,J132150.45+534127.8,200.46019,53.691063
1046,J124349.42+545417.8,190.95592,54.904949
1047,J130728.46+542652.4,196.86858,54.447876
1048,J111519.98+542316.7,168.83324,54.387962
1049,J112010.58+543620.3,170.0441,54.605648
1050,J112629.08+544716.1,171.62115,54.787811
1051,J112957.80+545013.0,172.49084,54.836937
1052,J114555.32+551642.2,176.4805,55.278381
1053,J130727.87+545749.5,196.86612,54.963749
1054,J100258.23+505049.1,150.74263,50.84697
1055,J102759.74+522941.5,156.99892,52.494854
1056,J103339.96+530330.8,158.41652,53.058544
1057,J114937.09+553956.4,177.40456,55.665676
1058,J115910.01+555134.9,179.7917,55.859707
1059,J124843.85+550220.9,192.18269,55.039143
1060,J125749.20+555218.2,194.455,55.871727
1061,J130311.77+554026.2,195.79906,55.673946
1062,J141440.67+504123.7,213.66945,50.689922
1063,J160543.19+371044.9,241.42996,37.17915
1064,J162820.56+324834.8,247.08568,32.809662
1065,J151944.18+450129.5,229.9341,45.024872
1066,J153455.86+425021.0,233.73277,42.83918
1067,J161130.83+365347.9,242.87846,36.896629
1068,J162646.94+334635.7,246.69557,33.776585
1069,J165539.38+264031.6,253.91409,26.675453
1070,J151935.57+452313.3,229.89822,45.387035
1071,J152956.42+440238.3,232.48508,44.043976
1072,J163511.41+321700.9,248.79753,32.283577
1073,J170507.81+245641.8,256.28253,24.944956
1074,J140712.65+522644.3,211.80272,52.445652
1075,J152056.60+454305.3,230.23582,45.718128
1076,J153903.53+431923.0,234.76469,43.323044
1077,J154721.26+420613.9,236.83859,42.103855
1079,J161454.18+371106.4,243.72577,37.185123
1080,J163138.42+334849.6,247.9101,33.81377
1081,J162125.99+362624.6,245.35828,36.440166
1084,J145435.83+473522.3,223.64929,47.589535
1085,J145558.50+472637.9,223.99377,47.443874
1086,J145604.08+472342.1,224.01701,47.395031
1087,J161824.26+345840.3,244.60109,34.977859
1089,J155616.04+395137.7,239.06682,39.860477
1090,J161246.37+365341.4,243.19319,36.89484
1091,J132342.03+541743.1,200.92513,54.295296
1092,J155604.45+402747.5,239.01854,40.463207
1093,J161411.88+371338.1,243.5495,37.227253
1094,J162425.47+345826.3,246.10612,34.973984
1095,J135020.50+533448.2,207.5854,53.580059
1096,J135638.27+531419.4,209.15947,53.23872
1097,J140934.83+523332.6,212.39514,52.559067
1098,J155452.73+411601.4,238.7197,41.267048
1099,J143649.81+505945.6,219.20755,50.995991
1100,J144700.68+500713.9,221.75284,50.120529
1101,J140544.29+564935.4,211.43454,56.826492
1102,J135414.64+584128.3,208.56099,58.6912
1103,J143042.76+551552.0,217.67816,55.264454
1104,J152201.60+501028.7,230.50667,50.174637
1105,J151848.82+510509.4,229.70341,51.085949
1107,J162614.89+332910.8,246.56204,33.486324
1108,J163034.07+323326.5,247.64195,32.557373
1109,J162001.60+373518.0,245.00667,37.588322
1110,J162723.22+360700.4,246.84676,36.116768
1112,J152209.60+482331.6,230.53998,48.392109
1113,J160123.29+430506.3,240.34705,43.085072
1114,J162906.83+373212.4,247.27844,37.536777
1115,J151721.83+503302.4,229.34094,50.550655
1117,J140632.42+565640.4,211.63509,56.94455
1118,J164316.30+350934.7,250.81792,35.159634
1119,J165121.09+330225.2,252.83789,33.040333
1121,J162831.12+393125.2,247.12965,39.523655
1122,J162837.18+392643.3,247.15491,39.445354
1123,J135601.24+583144.4,209.00517,58.528996
1125,J150244.91+533034.3,225.68713,53.509541
1126,J155644.15+462040.5,239.18396,46.344589
1127,J162439.54+410111.8,246.16476,41.019955
1128,J164446.57+361809.2,251.19403,36.302547
1130,J155232.58+462018.1,238.13577,46.338356
1131,J164557.78+345103.9,251.49074,34.851078
1132,J165648.64+314702.4,254.20267,31.783993
1133,J161612.08+422359.4,244.05034,42.399822
1134,J162212.39+410840.3,245.55162,41.144524
1135,J164310.23+361003.8,250.79263,36.167736
1136,J215507.86-004613.0,328.78275,-0.77028215
1137,J220439.76-005014.9,331.16568,-0.83748341
1138,J221104.12-004632.4,332.76718,-0.77565759
1140,J222721.06-004041.1,336.83777,-0.67809087
1141,J221220.47+003338.2,333.0853,0.56060153
1142,J220502.93+005948.3,331.26221,0.99674976
1144,J083817.95+305501.1,129.5748,30.916973
1145,J085850.57+340519.7,134.71069,34.088795
1146,J091502.50+360523.7,138.76042,36.089912
1149,J075621.00+234039.5,119.0875,23.677643
1150,J090159.94+352031.9,135.49974,35.34219
1151,J091404.90+370419.2,138.5204,37.072002
1152,J091426.40+370955.8,138.61002,37.165504
1153,J093258.73+391948.6,143.24469,39.330158
1155,J074739.59+225429.7,116.91494,22.908249
1156,J101640.01+434019.8,154.1667,43.672173
1157,J084640.76+052436.1,131.66982,5.4100342
1158,J091248.31+062244.3,138.20131,6.3789721
1159,J092006.28+063343.6,140.02617,6.5621238
1160,J093051.28+072439.8,142.71365,7.4110646
1161,J091357.10+071956.4,138.48792,7.3323221
1162,J091754.53+072634.1,139.47722,7.4427924
1163,J085502.74+070502.1,133.76141,7.0839124
1164,J091428.18+074107.3,138.61742,7.6853728
1165,J075440.98+230333.0,118.67075,23.059172
1166,J094821.03+070125.6,147.08762,7.0237746
1167,J095533.08+070750.2,148.88785,7.1306219
1168,J100941.44+072627.1,152.42265,7.4408684
1169,J103347.75+080541.6,158.44894,8.0948982
1170,J101110.02+082554.2,152.79175,8.4317255
1171,J101110.66+084817.5,152.79443,8.8048725
1172,J102756.57+091513.7,156.9857,9.2537947
1173,J102451.88+093411.2,156.21617,9.569767
1174,J101918.33+094417.1,154.82639,9.7380924
1175,J103019.28+095710.2,157.58034,9.9528427
1177,J113221.87+085050.5,173.09114,8.8473501
1178,J123909.73+085558.0,189.79056,8.932766
1179,J110143.43+084912.4,165.43097,8.8201141
1180,J110122.10+091829.1,165.34207,9.3080769
1181,J114328.50+094947.2,175.86874,9.8297691
1183,J114753.69+094555.5,176.97369,9.7654238
1184,J120603.24+095607.5,181.51349,9.9354153
1185,J120955.60+095836.9,182.48166,9.9769201
1186,J123821.74+095249.7,189.59059,9.8804808
1187,J113905.95+100820.1,174.7748,10.13891
1188,J121453.50+101749.6,183.72293,10.297121
1190,J110017.99+100256.7,165.07497,10.049088
1192,J115810.59+104104.1,179.54414,10.684479
1193,J110056.75+103015.2,165.23645,10.504212
1194,J111305.91+104003.5,168.27463,10.667638
1195,J120710.65+110831.4,181.79437,11.14205
1196,J123535.67+110826.6,188.89861,11.140725
1198,J094345.63+090045.5,145.94012,9.0126362
1199,J094653.34+090515.3,146.72223,9.0875969
1201,J102432.00+101740.9,156.13335,10.294683
1202,J081041.05+060237.9,122.67104,6.0438728
1203,J081135.36+060034.8,122.89733,6.0096669
1206,J093111.33+095301.0,142.79721,9.8836117
1207,J103746.00+114858.9,159.44165,11.816365
1208,J095349.00+105827.1,148.45416,10.974181
